"first_index","second_index","first_sample_id","first_split","first_class","second_sample_id","second_split","second_class","hamming_distance","pixel_correlation","mask_iou","transform","full_pixel_correlation","full_image_mae","full_image_rmse","full_mask_iou","full_mask_mismatch_pixels","full_verified_likely_duplicate","full_image_psnr","full_image_mismatch_pixels"
"3789","3960","Pituitary tumor__enh_1338","train","Pituitary tumor","Pituitary tumor__enh_1586","train","Pituitary tumor","8","0.99991","0.86","flip_h","0.999676059","0.628071","1.040147","0.916638655","248","True","47.788911","120769"
"3790","5522","Pituitary tumor__enh_1339","train","Pituitary tumor","Pituitary tumor__enh_1587","val","Pituitary tumor","12","0.999932","0.972973","flip_h","0.99974197","0.655849","1.074576","0.924279835","184","True","47.506064","124348"
"3792","3965","Pituitary tumor__enh_1342","train","Pituitary tumor","Pituitary tumor__enh_1593","train","Pituitary tumor","4","0.99994","0.5","flip_h","0.999767681","0.646416","1.065103","0.475891512","2087","False","47.582968","122404"
"3793","6552","Pituitary tumor__enh_1345","train","Pituitary tumor","Pituitary tumor__enh_1597","test","Pituitary tumor","1","0.999926","0.84","flip_h","0.999710169","0.650772","1.07758","0.817912414","553","False","47.481813","122158"
"3794","6345","Pituitary tumor__enh_1346","train","Pituitary tumor","Pituitary tumor__enh_223","test","Pituitary tumor","12","0.985644","0.733333","identity","0.976618116","20.779663","29.963917","0.676669894","334","False","18.598832","260860"
"3795","3969","Pituitary tumor__enh_1347","train","Pituitary tumor","Pituitary tumor__enh_1600","train","Pituitary tumor","9","0.999914","0.787879","flip_h","0.999699132","0.649082","1.058152","0.872579919","283","False","47.639841","125036"
"3799","5526","Pituitary tumor__enh_1351","train","Pituitary tumor","Pituitary tumor__enh_1604","val","Pituitary tumor","11","0.999884","0.902439","flip_h","0.999593095","0.809807","1.165078","0.896720694","274","False","46.803704","157195"
"3801","6553","Pituitary tumor__enh_1353","train","Pituitary tumor","Pituitary tumor__enh_1606","test","Pituitary tumor","9","0.999895","0.954545","flip_h","0.999624171","0.788467","1.150793","0.923179693","115","True","46.910856","153185"
"3802","3974","Pituitary tumor__enh_1354","train","Pituitary tumor","Pituitary tumor__enh_1607","train","Pituitary tumor","7","0.999899","0.869565","flip_h","0.999652522","0.782051","1.13804","0.889506602","159","False","47.007652","152910"
"3803","5527","Pituitary tumor__enh_1355","train","Pituitary tumor","Pituitary tumor__enh_1608","val","Pituitary tumor","11","0.999889","0.823529","flip_h","0.99960443","0.807808","1.164682","0.851042701","150","False","46.806659","156644"
"3804","3977","Pituitary tumor__enh_1358","train","Pituitary tumor","Pituitary tumor__enh_1611","train","Pituitary tumor","11","0.999917","0.844828","flip_h","0.99968354","0.669048","1.083083","0.824666485","644","False","47.437568","126666"
"3805","3978","Pituitary tumor__enh_1359","train","Pituitary tumor","Pituitary tumor__enh_1612","train","Pituitary tumor","9","0.999939","0.736842","flip_h","0.999759171","0.661041","1.086994","0.796737767","486","False","47.406258","123779"
"3806","6554","Pituitary tumor__enh_1361","train","Pituitary tumor","Pituitary tumor__enh_1614","test","Pituitary tumor","11","0.999934","0.967742","flip_h","0.999748005","0.656891","1.07263","0.957932083","83","True","47.521803","124410"
"3807","6555","Pituitary tumor__enh_1363","train","Pituitary tumor","Pituitary tumor__enh_1616","test","Pituitary tumor","7","0.999943","0.765957","flip_h","0.999808438","0.633617","1.032339","0.720102597","873","False","47.854359","124443"
"3808","5528","Pituitary tumor__enh_1364","train","Pituitary tumor","Pituitary tumor__enh_1617","val","Pituitary tumor","7","0.999944","0.684211","flip_h","0.999812771","0.618992","1.016344","0.850708924","179","False","47.989989","121784"
"3809","3983","Pituitary tumor__enh_1366","train","Pituitary tumor","Pituitary tumor__enh_1620","train","Pituitary tumor","5","0.999946","0.943182","flip_h","0.999806083","0.640179","1.049857","0.920186949","444","True","47.708201","124068"
"3811","6556","Pituitary tumor__enh_1368","train","Pituitary tumor","Pituitary tumor__enh_1622","test","Pituitary tumor","11","0.999924","0.934426","flip_h","0.999771691","0.611286","1.001694","0.973449068","104","True","48.116100","122149"
"3814","6459","Pituitary tumor__enh_1372","train","Pituitary tumor","Pituitary tumor__enh_1039","test","Pituitary tumor","11","0.999933","0.893617","flip_h","0.999748043","0.805702","1.172666","0.963054187","105","True","46.747319","154852"
"3815","5530","Pituitary tumor__enh_1375","train","Pituitary tumor","Pituitary tumor__enh_1630","val","Pituitary tumor","8","0.999918","0.897436","flip_h","0.999709869","0.630573","1.049719","0.902818679","231","True","47.709344","120718"
"3816","6557","Pituitary tumor__enh_1376","train","Pituitary tumor","Pituitary tumor__enh_1631","test","Pituitary tumor","7","0.999938","0.8","flip_h","0.999772266","0.635437","1.056343","0.838561271","386","False","47.654707","120858"
"3821","6529","Pituitary tumor__enh_1382","train","Pituitary tumor","Pituitary tumor__enh_1434","test","Pituitary tumor","5","0.999919","0.316667","flip_h","0.999679508","0.835957","1.206685","0.283856159","2808","False","46.498924","158235"
"3823","3858","Pituitary tumor__enh_1386","train","Pituitary tumor","Pituitary tumor__enh_1440","train","Pituitary tumor","8","0.999861","0.913793","flip_h","0.999558098","0.745331","1.090907","0.950983107","177","True","47.375047","150121"
"3824","3859","Pituitary tumor__enh_1387","train","Pituitary tumor","Pituitary tumor__enh_1441","train","Pituitary tumor","8","0.999874","0.909091","flip_h","0.999594766","0.757305","1.105588","0.915180197","233","True","47.258939","151067"
"3825","5442","Pituitary tumor__enh_1388","train","Pituitary tumor","Pituitary tumor__enh_976","val","Pituitary tumor","9","0.999929","0.627907","flip_h","0.999734774","0.79953","1.172418","0.62614841","1058","False","46.749150","152798"
"3828","6531","Pituitary tumor__enh_1395","train","Pituitary tumor","Pituitary tumor__enh_1450","test","Pituitary tumor","4","0.999894","0.96","flip_h","0.999675523","0.583267","0.979947","0.959367246","131","True","48.306750","116261"
"3831","3891","Pituitary tumor__enh_1399","train","Pituitary tumor","Pituitary tumor__enh_1486","train","Pituitary tumor","9","0.999929","0.901961","flip_h","0.99973107","0.801796","1.166511","0.881604697","363","False","46.793026","154498"
"3833","3870","Pituitary tumor__enh_1403","train","Pituitary tumor","Pituitary tumor__enh_1458","train","Pituitary tumor","11","0.999909","0.551724","flip_h","0.999667327","0.791054","1.157882","0.555978261","1634","False","46.857518","152883"
"3836","5443","Pituitary tumor__enh_1409","train","Pituitary tumor","Pituitary tumor__enh_984","val","Pituitary tumor","5","0.999843","0.7","flip_h","0.999488017","0.957649","1.325126","0.85467128","168","False","45.685661","172863"
"3837","3876","Pituitary tumor__enh_1410","train","Pituitary tumor","Pituitary tumor__enh_1466","train","Pituitary tumor","9","0.999811","0.457143","flip_h","0.999404621","0.857388","1.233854","0.545816733","912","False","46.305527","158963"
"3838","3877","Pituitary tumor__enh_1411","train","Pituitary tumor","Pituitary tumor__enh_1467","train","Pituitary tumor","10","0.999939","0.891892","flip_h","0.999775015","0.654976","1.074304","0.903212851","241","True","47.508260","124119"
"3840","3879","Pituitary tumor__enh_1413","train","Pituitary tumor","Pituitary tumor__enh_1469","train","Pituitary tumor","4","0.999937","0.970588","flip_h","0.999779922","0.622753","1.021712","0.951029748","107","True","47.944232","121701"
"3843","5507","Pituitary tumor__enh_1416","train","Pituitary tumor","Pituitary tumor__enh_1472","val","Pituitary tumor","7","0.999909","0.75","flip_h","0.999673875","0.814312","1.185396","0.823458283","146","False","46.653537","155181"
"3844","3880","Pituitary tumor__enh_1417","train","Pituitary tumor","Pituitary tumor__enh_1473","train","Pituitary tumor","9","0.999918","0.655172","flip_h","0.999674688","0.829353","1.207663","0.767020971","811","False","46.491887","156137"
"3846","6503","Pituitary tumor__enh_1423","train","Pituitary tumor","Pituitary tumor__enh_1264","test","Pituitary tumor","5","0.999924","0.772727","flip_h","0.999708861","0.653988","1.074742","0.888888889","152","False","47.504716","123199"
"3851","5472","Pituitary tumor__enh_1429","train","Pituitary tumor","Pituitary tumor__enh_1231","val","Pituitary tumor","8","0.999941","0.945946","flip_h","0.999808442","0.6049","0.998647","0.922822947","187","True","48.142566","119932"
"3852","6497","Pituitary tumor__enh_1430","train","Pituitary tumor","Pituitary tumor__enh_1232","test","Pituitary tumor","4","0.999925","0.960784","flip_h","0.999764938","0.578808","0.973834","0.967238212","107","True","48.361104","115049"
"3856","6520","Pituitary tumor__enh_1436","train","Pituitary tumor","Pituitary tumor__enh_1384","test","Pituitary tumor","4","0.999914","0.877551","flip_h","0.999689914","0.785278","1.157025","0.93245366","215","True","46.863948","151390"
"3864","6523","Pituitary tumor__enh_1451","train","Pituitary tumor","Pituitary tumor__enh_1396","test","Pituitary tumor","8","0.999911","0.857143","flip_h","0.999722227","0.595715","0.991913","0.864421416","314","False","48.201336","118140"
"3878","5441","Pituitary tumor__enh_1468","train","Pituitary tumor","Pituitary tumor__enh_968","val","Pituitary tumor","6","0.999932","0.875","flip_h","0.999753972","0.625645","1.032453","0.933467742","132","True","47.853395","121405"
"3897","5470","Pituitary tumor__enh_1492","train","Pituitary tumor","Pituitary tumor__enh_1225","val","Pituitary tumor","9","0.999922","0.954545","flip_h","0.999720816","0.792702","1.167299","0.937138728","87","True","46.787161","151700"
"3898","5471","Pituitary tumor__enh_1493","train","Pituitary tumor","Pituitary tumor__enh_1226","val","Pituitary tumor","12","0.999919","0.95","flip_h","0.999717146","0.802429","1.167126","0.923622047","97","True","46.788450","154535"
"3903","6447","Pituitary tumor__enh_1498","train","Pituitary tumor","Pituitary tumor__enh_923","test","Pituitary tumor","2","0.999857","1","flip_h","0.99947424","0.647419","1.065886","0.950941244","86","True","47.576591","122043"
"3904","6498","Pituitary tumor__enh_1501","train","Pituitary tumor","Pituitary tumor__enh_1238","test","Pituitary tumor","9","0.999886","0.9","flip_h","0.999575547","0.820797","1.195534","0.936213161","158","True","46.579563","155085"
"3913","5477","Pituitary tumor__enh_1514","train","Pituitary tumor","Pituitary tumor__enh_1284","val","Pituitary tumor","6","0.999897","0.73913","flip_h","0.999596835","0.824978","1.201502","0.727039178","425","False","46.536313","155454"
"3920","5478","Pituitary tumor__enh_1525","train","Pituitary tumor","Pituitary tumor__enh_1294","val","Pituitary tumor","4","0.999897","1","flip_h","0.999676377","0.63401","1.031575","0.911975435","172","True","47.860783","124128"
"3938","5481","Pituitary tumor__enh_1555","train","Pituitary tumor","Pituitary tumor__enh_1315","val","Pituitary tumor","6","0.999938","0.5","flip_h","0.999750923","0.661957","1.095694","0.508607199","314","False","47.337015","123016"
"3942","5482","Pituitary tumor__enh_1559","train","Pituitary tumor","Pituitary tumor__enh_1318","val","Pituitary tumor","5","0.999948","0.961905","flip_h","0.999806907","0.605648","1.015912","0.94990451","341","True","47.993679","116735"
"3943","6509","Pituitary tumor__enh_1560","train","Pituitary tumor","Pituitary tumor__enh_1319","test","Pituitary tumor","3","0.999948","0.969388","flip_h","0.999818122","0.611206","1.01818","0.972477064","171","True","47.974316","118543"
"3951","6519","Pituitary tumor__enh_1570","train","Pituitary tumor","Pituitary tumor__enh_1378","test","Pituitary tumor","6","0.999931","0.381818","flip_h","0.99971508","0.777222","1.16549","0.377585243","2227","False","46.800629","147328"
"3954","6450","Pituitary tumor__enh_1575","train","Pituitary tumor","Pituitary tumor__enh_941","test","Pituitary tumor","6","0.999937","0.789474","flip_h","0.999765182","0.63969","1.061241","0.899920572","126","False","47.614524","120867"
"3955","6510","Pituitary tumor__enh_1576","train","Pituitary tumor","Pituitary tumor__enh_1329","test","Pituitary tumor","7","0.999934","0.541667","flip_h","0.999753823","0.656765","1.075392","0.497601918","838","False","47.499470","124511"
"3966","6513","Pituitary tumor__enh_1594","train","Pituitary tumor","Pituitary tumor__enh_1343","test","Pituitary tumor","9","0.999946","0.923077","flip_h","0.99980157","0.65403","1.066828","0.916117436","140","True","47.568913","124727"
"3979","5487","Pituitary tumor__enh_1613","train","Pituitary tumor","Pituitary tumor__enh_1360","val","Pituitary tumor","5","0.999926","0.914286","flip_h","0.999724681","0.642761","1.05089","0.968158745","69","True","47.699657","122883"
"3980","6515","Pituitary tumor__enh_1615","train","Pituitary tumor","Pituitary tumor__enh_1362","test","Pituitary tumor","8","0.999947","0.393617","flip_h","0.999812112","0.628025","1.032993","0.400278212","3449","False","47.848859","122402"
"3985","5488","Pituitary tumor__enh_1623","train","Pituitary tumor","Pituitary tumor__enh_1369","val","Pituitary tumor","10","0.999923","0.928571","flip_h","0.999760852","0.607922","0.999689","0.927068215","201","True","48.133505","121126"
"3999","6623","Pituitary tumor__enh_1645","train","Pituitary tumor","Pituitary tumor__enh_2099","test","Pituitary tumor","8","0.999937","0.75","flip_h","0.999735335","0.832439","1.209842","0.761435223","871","False","46.476228","156868"
"4000","5605","Pituitary tumor__enh_1647","train","Pituitary tumor","Pituitary tumor__enh_2100","val","Pituitary tumor","7","0.999926","1","flip_h","0.999730607","0.777115","1.138791","0.921105326","197","True","47.001925","151562"
"4001","4319","Pituitary tumor__enh_1648","train","Pituitary tumor","Pituitary tumor__enh_2101","train","Pituitary tumor","10","0.999935","0.954545","flip_h","0.999761256","0.785027","1.149573","0.925978902","414","True","46.920073","152460"
"4002","6474","Pituitary tumor__enh_1650","train","Pituitary tumor","Pituitary tumor__enh_1119","test","Pituitary tumor","9","0.99994","0.943262","flip_h","0.999771522","0.796555","1.172903","0.955275874","398","True","46.745560","152257"
"4003","6625","Pituitary tumor__enh_1651","train","Pituitary tumor","Pituitary tumor__enh_2103","test","Pituitary tumor","10","0.999933","0.961538","flip_h","0.999744982","0.794189","1.161868","0.949690033","422","True","46.827667","153263"
"4004","4320","Pituitary tumor__enh_1652","train","Pituitary tumor","Pituitary tumor__enh_2104","train","Pituitary tumor","9","0.999924","0.761194","flip_h","0.999721948","0.795319","1.150817","0.790547672","1786","False","46.910681","155174"
"4005","6475","Pituitary tumor__enh_1653","train","Pituitary tumor","Pituitary tumor__enh_1121","test","Pituitary tumor","11","0.999883","0.895833","flip_h","0.999572659","0.835785","1.173251","0.91883221","253","True","46.742984","163539"
"4008","5606","Pituitary tumor__enh_1662","train","Pituitary tumor","Pituitary tumor__enh_2107","val","Pituitary tumor","11","0.9999","0.869565","flip_h","0.999619302","0.867794","1.208991","0.92550738","323","True","46.482345","167658"
"4009","5609","Pituitary tumor__enh_1664","train","Pituitary tumor","Pituitary tumor__enh_2111","val","Pituitary tumor","9","0.999905","0.978723","flip_h","0.999634835","0.799789","1.176067","0.920409511","241","True","46.722164","152504"
"4011","4322","Pituitary tumor__enh_1666","train","Pituitary tumor","Pituitary tumor__enh_2112","train","Pituitary tumor","5","0.999918","1","flip_h","0.999675743","0.822651","1.195065","0.948166259","212","True","46.582972","156232"
"4013","4323","Pituitary tumor__enh_1669","train","Pituitary tumor","Pituitary tumor__enh_2114","train","Pituitary tumor","6","0.999926","0.929825","flip_h","0.999696263","0.83231","1.211437","0.930540243","252","True","46.464789","156447"
"4014","5590","Pituitary tumor__enh_1672","train","Pituitary tumor","Pituitary tumor__enh_2016","val","Pituitary tumor","8","0.999923","0.823529","flip_h","0.999681493","0.841362","1.220017","0.848715509","159","False","46.403486","157997"
"4016","4269","Pituitary tumor__enh_1675","train","Pituitary tumor","Pituitary tumor__enh_2018","train","Pituitary tumor","11","0.999908","0.898305","flip_h","0.999653533","0.859329","1.206819","0.882969914","424","False","46.497957","165408"
"4019","4271","Pituitary tumor__enh_1678","train","Pituitary tumor","Pituitary tumor__enh_2020","train","Pituitary tumor","9","0.999886","0.886364","flip_h","0.999592567","0.821053","1.167939","0.881714876","687","False","46.782398","160308"
"4020","4273","Pituitary tumor__enh_1680","train","Pituitary tumor","Pituitary tumor__enh_2024","train","Pituitary tumor","9","0.999925","0.895833","flip_h","0.999710574","0.873219","1.214666","0.901315789","285","True","46.441664","167741"
"4021","4274","Pituitary tumor__enh_1681","train","Pituitary tumor","Pituitary tumor__enh_2025","train","Pituitary tumor","9","0.999922","0.702703","flip_h","0.999691903","0.877979","1.215332","0.715999143","1326","False","46.436905","169295"
"4023","4276","Pituitary tumor__enh_1683","train","Pituitary tumor","Pituitary tumor__enh_2027","train","Pituitary tumor","10","0.999912","0.83871","flip_h","0.999621103","0.867947","1.255981","0.909090909","176","True","46.151143","159336"
"4024","5592","Pituitary tumor__enh_1684","train","Pituitary tumor","Pituitary tumor__enh_2028","val","Pituitary tumor","8","0.999904","0.848485","flip_h","0.999598784","0.855324","1.248106","0.891347099","221","False","46.205771","157779"
"4025","4222","Pituitary tumor__enh_1685","train","Pituitary tumor","Pituitary tumor__enh_1958","train","Pituitary tumor","7","0.999892","0.853933","flip_h","0.999600254","0.874123","1.215807","0.864546104","758","False","46.433508","168005"
"4026","6607","Pituitary tumor__enh_1686","train","Pituitary tumor","Pituitary tumor__enh_2030","test","Pituitary tumor","8","0.999935","0.755725","flip_h","0.999747011","0.792736","1.169602","0.785485212","1806","False","46.770039","151712"
"4027","6608","Pituitary tumor__enh_1687","train","Pituitary tumor","Pituitary tumor__enh_2032","test","Pituitary tumor","4","0.99994","0.928571","flip_h","0.999753784","0.800034","1.180273","0.95216089","559","True","46.691157","151869"
"4028","6609","Pituitary tumor__enh_1688","train","Pituitary tumor","Pituitary tumor__enh_2033","test","Pituitary tumor","9","0.999936","0.965174","flip_h","0.999746316","0.807983","1.183146","0.955140043","583","True","46.670039","154248"
"4030","4279","Pituitary tumor__enh_1690","train","Pituitary tumor","Pituitary tumor__enh_2034","train","Pituitary tumor","8","0.999918","0.911458","flip_h","0.999694789","0.792713","1.151007","0.923478545","938","True","46.909243","154344"
"4031","6610","Pituitary tumor__enh_1691","train","Pituitary tumor","Pituitary tumor__enh_2035","test","Pituitary tumor","4","0.999916","0.959184","flip_h","0.999677839","0.800102","1.169826","0.96855853","195","True","46.768381","153412"
"4038","6614","Pituitary tumor__enh_1702","train","Pituitary tumor","Pituitary tumor__enh_2045","test","Pituitary tumor","11","0.999905","0.825","flip_h","0.999634284","0.883362","1.230723","0.805863708","490","False","46.327598","168544"
"4040","4287","Pituitary tumor__enh_1704","train","Pituitary tumor","Pituitary tumor__enh_2048","train","Pituitary tumor","4","0.999885","0.84375","flip_h","0.999570634","0.831768","1.211075","0.815599422","383","False","46.467386","156106"
"4041","6615","Pituitary tumor__enh_1705","train","Pituitary tumor","Pituitary tumor__enh_2049","test","Pituitary tumor","5","0.9999","0.882353","flip_h","0.999598256","0.858818","1.251558","0.881097561","273","False","46.181781","157711"
"4042","6616","Pituitary tumor__enh_1708","train","Pituitary tumor","Pituitary tumor__enh_2050","test","Pituitary tumor","3","0.999885","0.4","flip_h","0.999552112","0.861614","1.247787","0.441554559","1868","False","46.207994","158778"
"4043","4290","Pituitary tumor__enh_1710","train","Pituitary tumor","Pituitary tumor__enh_2056","train","Pituitary tumor","8","0.999872","0.923077","flip_h","0.999501459","0.883305","1.23007","0.831155779","168","False","46.332205","168575"
"4044","4292","Pituitary tumor__enh_1713","train","Pituitary tumor","Pituitary tumor__enh_2058","train","Pituitary tumor","10","0.99989","0.8125","flip_h","0.999533036","0.892479","1.253985","0.850594822","427","False","46.164954","166993"
"4045","5597","Pituitary tumor__enh_1714","train","Pituitary tumor","Pituitary tumor__enh_2059","val","Pituitary tumor","10","0.999887","0.64","flip_h","0.999544593","0.875885","1.23054","0.653176471","2211","False","46.328889","165861"
"4046","4293","Pituitary tumor__enh_1715","train","Pituitary tumor","Pituitary tumor__enh_2060","train","Pituitary tumor","7","0.999929","0.813953","flip_h","0.999705865","0.834797","1.215596","0.872239748","324","False","46.435021","156251"
"4047","4295","Pituitary tumor__enh_1716","train","Pituitary tumor","Pituitary tumor__enh_2062","train","Pituitary tumor","7","0.999923","0.826923","flip_h","0.999671599","0.837082","1.224293","0.868628022","451","False","46.373095","156082"
"4048","4224","Pituitary tumor__enh_1717","train","Pituitary tumor","Pituitary tumor__enh_1960","train","Pituitary tumor","11","0.999884","0.892857","flip_h","0.999568419","0.887192","1.232748","0.913189897","464","True","46.313315","169584"
"4049","6370","Pituitary tumor__enh_1718","train","Pituitary tumor","Pituitary tumor__enh_407","test","Pituitary tumor","11","0.977353","0.745455","identity","","","","","","","16.857414","260098"
"4050","4297","Pituitary tumor__enh_1719","train","Pituitary tumor","Pituitary tumor__enh_2064","train","Pituitary tumor","8","0.999923","0.983333","flip_h","0.999675968","0.84811","1.232388","0.933922997","254","True","46.315856","157483"
"4051","4300","Pituitary tumor__enh_1720","train","Pituitary tumor","Pituitary tumor__enh_2067","train","Pituitary tumor","9","0.99993","0.859649","flip_h","0.999702933","0.842525","1.216606","0.86031746","528","False","46.427807","158625"
"4052","5598","Pituitary tumor__enh_1721","train","Pituitary tumor","Pituitary tumor__enh_2068","val","Pituitary tumor","6","0.999902","0.926829","flip_h","0.999632327","0.800018","1.164711","0.926391036","381","True","46.806439","153994"
"4053","4301","Pituitary tumor__enh_1722","train","Pituitary tumor","Pituitary tumor__enh_2070","train","Pituitary tumor","9","0.999932","0.887755","flip_h","0.999720289","0.84399","1.219255","0.895419603","653","False","46.408910","158269"
"4054","4225","Pituitary tumor__enh_1726","train","Pituitary tumor","Pituitary tumor__enh_1961","train","Pituitary tumor","12","0.999871","0.831325","flip_h","0.999535432","0.87648","1.220536","0.853431563","756","False","46.399792","168204"
"4055","4302","Pituitary tumor__enh_1727","train","Pituitary tumor","Pituitary tumor__enh_2073","train","Pituitary tumor","6","0.999907","0.631206","flip_h","0.999626247","0.837509","1.209623","0.639640677","3129","False","46.477802","157902"
"4056","6473","Pituitary tumor__enh_1728","train","Pituitary tumor","Pituitary tumor__enh_1110","test","Pituitary tumor","1","0.999895","0.828571","flip_h","0.999571847","0.830734","1.209749","0.808999521","399","False","46.476896","156203"
"4057","5602","Pituitary tumor__enh_1729","train","Pituitary tumor","Pituitary tumor__enh_2074","val","Pituitary tumor","11","0.999913","0.868421","flip_h","0.999629446","0.831482","1.2127","0.876194268","311","False","46.455734","155654"
"4058","4304","Pituitary tumor__enh_1731","train","Pituitary tumor","Pituitary tumor__enh_2076","train","Pituitary tumor","10","0.999874","0.737705","flip_h","0.999501958","0.821518","1.191902","0.767394617","916","False","46.605989","155957"
"4059","5603","Pituitary tumor__enh_1734","train","Pituitary tumor","Pituitary tumor__enh_2079","val","Pituitary tumor","8","0.99993","0.884615","flip_h","0.999717271","0.813099","1.185425","0.814946619","312","False","46.653325","154615"
"4061","4308","Pituitary tumor__enh_1737","train","Pituitary tumor","Pituitary tumor__enh_2082","train","Pituitary tumor","10","0.999887","0.875","flip_h","0.999567228","0.871571","1.217969","0.901745636","197","True","46.418080","166898"
"4063","4310","Pituitary tumor__enh_1739","train","Pituitary tumor","Pituitary tumor__enh_2084","train","Pituitary tumor","10","0.999883","0.836735","flip_h","0.999550917","0.874332","1.222305","0.848717094","454","False","46.387210","167132"
"4064","4311","Pituitary tumor__enh_1740","train","Pituitary tumor","Pituitary tumor__enh_2085","train","Pituitary tumor","8","0.999896","0.840909","flip_h","0.999595979","0.900158","1.24041","0.822672353","499","False","46.259501","171324"
"4065","4313","Pituitary tumor__enh_1742","train","Pituitary tumor","Pituitary tumor__enh_2087","train","Pituitary tumor","10","0.999897","0.448276","flip_h","0.999579005","0.902836","1.249012","0.483545648","973","False","46.199469","170786"
"4067","4315","Pituitary tumor__enh_1744","train","Pituitary tumor","Pituitary tumor__enh_2089","train","Pituitary tumor","5","0.999908","0.92381","flip_h","0.999609722","0.867428","1.226163","0.901340563","655","True","46.359841","164216"
"4068","6619","Pituitary tumor__enh_1745","train","Pituitary tumor","Pituitary tumor__enh_2091","test","Pituitary tumor","10","0.999919","0.892857","flip_h","0.999669594","0.829426","1.207902","0.885889229","410","False","46.490172","155481"
"4070","6620","Pituitary tumor__enh_1747","train","Pituitary tumor","Pituitary tumor__enh_2092","test","Pituitary tumor","9","0.999911","0.9375","flip_h","0.999635077","0.85215","1.228349","0.89849711","439","False","46.344365","159236"
"4071","4235","Pituitary tumor__enh_1749","train","Pituitary tumor","Pituitary tumor__enh_1972","train","Pituitary tumor","11","0.999925","0.923077","flip_h","0.999691675","0.905838","1.25897","0.930903328","218","True","46.130493","170146"
"4074","4204","Pituitary tumor__enh_1753","train","Pituitary tumor","Pituitary tumor__enh_1934","train","Pituitary tumor","8","0.99992","0.717391","flip_h","0.99967775","0.84306","1.230111","0.74704656","728","False","46.331920","156888"
"4076","4246","Pituitary tumor__enh_1757","train","Pituitary tumor","Pituitary tumor__enh_1987","train","Pituitary tumor","11","0.999913","0.39","flip_h","0.999649451","0.874992","1.225128","0.406603774","3774","False","46.367175","166618"
"4077","4256","Pituitary tumor__enh_1758","train","Pituitary tumor","Pituitary tumor__enh_2001","train","Pituitary tumor","10","0.999916","0.909091","flip_h","0.999685613","0.801968","1.170883","0.947920501","283","True","46.760531","154041"
"4078","5452","Pituitary tumor__enh_1759","train","Pituitary tumor","Pituitary tumor__enh_1086","val","Pituitary tumor","11","0.999911","0.953704","flip_h","0.999665156","0.816727","1.186082","0.917057903","583","True","46.648506","155893"
"4079","6606","Pituitary tumor__enh_1760","train","Pituitary tumor","Pituitary tumor__enh_2023","test","Pituitary tumor","8","0.99991","0.889831","flip_h","0.999664484","0.809898","1.177726","0.903444607","726","True","46.709916","155461"
"4080","6613","Pituitary tumor__enh_1762","train","Pituitary tumor","Pituitary tumor__enh_2039","test","Pituitary tumor","7","0.999905","0.923077","flip_h","0.999648357","0.811199","1.183866","0.894716294","809","False","46.664752","154635"
"4085","6476","Pituitary tumor__enh_1773","train","Pituitary tumor","Pituitary tumor__enh_1124","test","Pituitary tumor","7","0.999895","0.8","flip_h","0.999598386","0.837311","1.184","0.764264264","471","False","46.663771","161898"
"4088","4205","Pituitary tumor__enh_1778","train","Pituitary tumor","Pituitary tumor__enh_1937","train","Pituitary tumor","5","0.99991","0.666667","flip_h","0.999647858","0.831787","1.207976","0.765868263","782","False","46.489639","156696"
"4089","4330","Pituitary tumor__enh_1779","train","Pituitary tumor","Pituitary tumor__enh_2123","train","Pituitary tumor","9","0.999852","0.75","flip_h","0.999478696","1.015945","1.352398","0.827777778","248","False","45.508715","187016"
"4091","6632","Pituitary tumor__enh_1782","train","Pituitary tumor","Pituitary tumor__enh_2127","test","Pituitary tumor","8","0.999929","0.864407","flip_h","0.999693725","0.847183","1.237045","0.872027785","479","False","46.283092","157275"
"4092","4333","Pituitary tumor__enh_1783","train","Pituitary tumor","Pituitary tumor__enh_2128","train","Pituitary tumor","11","0.999927","0.884615","flip_h","0.999697486","0.835274","1.226018","0.881941821","625","False","46.360866","155425"
"4097","4339","Pituitary tumor__enh_1791","train","Pituitary tumor","Pituitary tumor__enh_2135","train","Pituitary tumor","12","0.999879","0.756757","flip_h","0.999542389","0.847549","1.200332","0.703735144","698","False","46.544779","162886"
"4100","4177","Pituitary tumor__enh_1794","train","Pituitary tumor","Pituitary tumor__enh_1900","train","Pituitary tumor","5","0.999916","0.697674","flip_h","0.999652922","0.832153","1.210414","0.656599553","921","False","46.472122","156294"
"4101","6597","Pituitary tumor__enh_1795","train","Pituitary tumor","Pituitary tumor__enh_1901","test","Pituitary tumor","4","0.99992","0.529412","flip_h","0.999658081","0.861492","1.241046","0.536363636","1530","False","46.255045","160267"
"4103","4178","Pituitary tumor__enh_1797","train","Pituitary tumor","Pituitary tumor__enh_1902","train","Pituitary tumor","6","0.999923","0.545455","flip_h","0.99966299","0.864956","1.247894","0.522633745","1740","False","46.207249","159691"
"4104","4180","Pituitary tumor__enh_1798","train","Pituitary tumor","Pituitary tumor__enh_1904","train","Pituitary tumor","11","0.999907","0.529412","flip_h","0.999637312","0.82769","1.200564","0.580969808","458","False","46.543101","156900"
"4106","4181","Pituitary tumor__enh_1800","train","Pituitary tumor","Pituitary tumor__enh_1905","train","Pituitary tumor","10","0.999929","0.785714","flip_h","0.999692346","0.867523","1.255429","0.842105263","156","False","46.154957","159774"
