"first_sample_id","first_split","first_class","first_source","first_image_path","second_sample_id","second_split","second_class","second_source","second_image_path","hamming_distance","pixel_correlation","mask_iou","transform","strong","likely_duplicate"
"Pituitary tumor__enh_1364","train","Pituitary tumor","brisc2025","Pituitary tumor/enh_1364.png","Pituitary tumor__enh_1617","val","Pituitary tumor","brisc2025","Pituitary tumor/enh_1617.png","7","0.999944","0.684211","flip_h","True","False"
"Pituitary tumor__enh_1368","train","Pituitary tumor","brisc2025","Pituitary tumor/enh_1368.png","Pituitary tumor__enh_1622","test","Pituitary tumor","brisc2025","Pituitary tumor/enh_1622.png","11","0.999924","0.934426","flip_h","False","True"
"Pituitary tumor__enh_1372","train","Pituitary tumor","brisc2025","Pituitary tumor/enh_1372.png","Pituitary tumor__enh_1039","test","Pituitary tumor","brisc2025","Pituitary tumor/enh_1039.png","11","0.999933","0.893617","flip_h","False","False"
"Pituitary tumor__enh_1375","train","Pituitary tumor","brisc2025","Pituitary tumor/enh_1375.png","Pituitary tumor__enh_1630","val","Pituitary tumor","brisc2025","Pituitary tumor/enh_1630.png","8","0.999918","0.897436","flip_h","True","False"
"Pituitary tumor__enh_1376","train","Pituitary tumor","brisc2025","Pituitary tumor/enh_1376.png","Pituitary tumor__enh_1631","test","Pituitary tumor","brisc2025","Pituitary tumor/enh_1631.png","7","0.999938","0.8","flip_h","True","False"
"Pituitary tumor__enh_1382","train","Pituitary tumor","brisc2025","Pituitary tumor/enh_1382.png","Pituitary tumor__enh_1434","test","Pituitary tumor","brisc2025","Pituitary tumor/enh_1434.png","5","0.999919","0.316667","flip_h","True","False"
"Pituitary tumor__enh_1388","train","Pituitary tumor","brisc2025","Pituitary tumor/enh_1388.png","Pituitary tumor__enh_976","val","Pituitary tumor","brisc2025","Pituitary tumor/enh_976.png","9","0.999929","0.627907","flip_h","False","False"
"Pituitary tumor__enh_1395","train","Pituitary tumor","brisc2025","Pituitary tumor/enh_1395.png","Pituitary tumor__enh_1450","test","Pituitary tumor","brisc2025","Pituitary tumor/enh_1450.png","4","0.999894","0.96","flip_h","True","True"
"Pituitary tumor__enh_1409","train","Pituitary tumor","brisc2025","Pituitary tumor/enh_1409.png","Pituitary tumor__enh_984","val","Pituitary tumor","brisc2025","Pituitary tumor/enh_984.png","5","0.999843","0.7","flip_h","True","False"
"Pituitary tumor__enh_1416","train","Pituitary tumor","brisc2025","Pituitary tumor/enh_1416.png","Pituitary tumor__enh_1472","val","Pituitary tumor","brisc2025","Pituitary tumor/enh_1472.png","7","0.999909","0.75","flip_h","True","False"
"Pituitary tumor__enh_1423","train","Pituitary tumor","brisc2025","Pituitary tumor/enh_1423.png","Pituitary tumor__enh_1264","test","Pituitary tumor","brisc2025","Pituitary tumor/enh_1264.png","5","0.999924","0.772727","flip_h","True","False"
"Pituitary tumor__enh_1429","train","Pituitary tumor","brisc2025","Pituitary tumor/enh_1429.png","Pituitary tumor__enh_1231","val","Pituitary tumor","brisc2025","Pituitary tumor/enh_1231.png","8","0.999941","0.945946","flip_h","True","True"
"Pituitary tumor__enh_1430","train","Pituitary tumor","brisc2025","Pituitary tumor/enh_1430.png","Pituitary tumor__enh_1232","test","Pituitary tumor","brisc2025","Pituitary tumor/enh_1232.png","4","0.999925","0.960784","flip_h","True","True"
"Pituitary tumor__enh_1436","train","Pituitary tumor","brisc2025","Pituitary tumor/enh_1436.png","Pituitary tumor__enh_1384","test","Pituitary tumor","brisc2025","Pituitary tumor/enh_1384.png","4","0.999914","0.877551","flip_h","True","False"
"Pituitary tumor__enh_1451","train","Pituitary tumor","brisc2025","Pituitary tumor/enh_1451.png","Pituitary tumor__enh_1396","test","Pituitary tumor","brisc2025","Pituitary tumor/enh_1396.png","8","0.999911","0.857143","flip_h","True","False"
"Pituitary tumor__enh_1468","train","Pituitary tumor","brisc2025","Pituitary tumor/enh_1468.png","Pituitary tumor__enh_968","val","Pituitary tumor","brisc2025","Pituitary tumor/enh_968.png","6","0.999932","0.875","flip_h","True","False"
"Pituitary tumor__enh_1492","train","Pituitary tumor","brisc2025","Pituitary tumor/enh_1492.png","Pituitary tumor__enh_1225","val","Pituitary tumor","brisc2025","Pituitary tumor/enh_1225.png","9","0.999922","0.954545","flip_h","False","True"
"Pituitary tumor__enh_1493","train","Pituitary tumor","brisc2025","Pituitary tumor/enh_1493.png","Pituitary tumor__enh_1226","val","Pituitary tumor","brisc2025","Pituitary tumor/enh_1226.png","12","0.999919","0.95","flip_h","False","True"
"Pituitary tumor__enh_1498","train","Pituitary tumor","brisc2025","Pituitary tumor/enh_1498.png","Pituitary tumor__enh_923","test","Pituitary tumor","brisc2025","Pituitary tumor/enh_923.png","2","0.999857","1","flip_h","True","True"
"Pituitary tumor__enh_1501","train","Pituitary tumor","brisc2025","Pituitary tumor/enh_1501.png","Pituitary tumor__enh_1238","test","Pituitary tumor","brisc2025","Pituitary tumor/enh_1238.png","9","0.999886","0.9","flip_h","False","True"
"Pituitary tumor__enh_1514","train","Pituitary tumor","brisc2025","Pituitary tumor/enh_1514.png","Pituitary tumor__enh_1284","val","Pituitary tumor","brisc2025","Pituitary tumor/enh_1284.png","6","0.999897","0.73913","flip_h","True","False"
"Pituitary tumor__enh_1525","train","Pituitary tumor","brisc2025","Pituitary tumor/enh_1525.png","Pituitary tumor__enh_1294","val","Pituitary tumor","brisc2025","Pituitary tumor/enh_1294.png","4","0.999897","1","flip_h","True","True"
"Pituitary tumor__enh_1555","train","Pituitary tumor","brisc2025","Pituitary tumor/enh_1555.png","Pituitary tumor__enh_1315","val","Pituitary tumor","brisc2025","Pituitary tumor/enh_1315.png","6","0.999938","0.5","flip_h","True","False"
"Pituitary tumor__enh_1559","train","Pituitary tumor","brisc2025","Pituitary tumor/enh_1559.png","Pituitary tumor__enh_1318","val","Pituitary tumor","brisc2025","Pituitary tumor/enh_1318.png","5","0.999948","0.961905","flip_h","True","True"
"Pituitary tumor__enh_1560","train","Pituitary tumor","brisc2025","Pituitary tumor/enh_1560.png","Pituitary tumor__enh_1319","test","Pituitary tumor","brisc2025","Pituitary tumor/enh_1319.png","3","0.999948","0.969388","flip_h","True","True"
"Pituitary tumor__enh_1570","train","Pituitary tumor","brisc2025","Pituitary tumor/enh_1570.png","Pituitary tumor__enh_1378","test","Pituitary tumor","brisc2025","Pituitary tumor/enh_1378.png","6","0.999931","0.381818","flip_h","True","False"
"Pituitary tumor__enh_1575","train","Pituitary tumor","brisc2025","Pituitary tumor/enh_1575.png","Pituitary tumor__enh_941","test","Pituitary tumor","brisc2025","Pituitary tumor/enh_941.png","6","0.999937","0.789474","flip_h","True","False"
"Pituitary tumor__enh_1576","train","Pituitary tumor","brisc2025","Pituitary tumor/enh_1576.png","Pituitary tumor__enh_1329","test","Pituitary tumor","brisc2025","Pituitary tumor/enh_1329.png","7","0.999934","0.541667","flip_h","True","False"
"Pituitary tumor__enh_1594","train","Pituitary tumor","brisc2025","Pituitary tumor/enh_1594.png","Pituitary tumor__enh_1343","test","Pituitary tumor","brisc2025","Pituitary tumor/enh_1343.png","9","0.999946","0.923077","flip_h","False","True"
"Pituitary tumor__enh_1613","train","Pituitary tumor","brisc2025","Pituitary tumor/enh_1613.png","Pituitary tumor__enh_1360","val","Pituitary tumor","brisc2025","Pituitary tumor/enh_1360.png","5","0.999926","0.914286","flip_h","True","True"
"Pituitary tumor__enh_1615","train","Pituitary tumor","brisc2025","Pituitary tumor/enh_1615.png","Pituitary tumor__enh_1362","test","Pituitary tumor","brisc2025","Pituitary tumor/enh_1362.png","8","0.999947","0.393617","flip_h","True","False"
"Pituitary tumor__enh_1623","train","Pituitary tumor","brisc2025","Pituitary tumor/enh_1623.png","Pituitary tumor__enh_1369","val","Pituitary tumor","brisc2025","Pituitary tumor/enh_1369.png","10","0.999923","0.928571","flip_h","False","True"
"Pituitary tumor__enh_1645","train","Pituitary tumor","brisc2025","Pituitary tumor/enh_1645.png","Pituitary tumor__enh_2099","test","Pituitary tumor","brisc2025","Pituitary tumor/enh_2099.png","8","0.999937","0.75","flip_h","True","False"
"Pituitary tumor__enh_1647","train","Pituitary tumor","brisc2025","Pituitary tumor/enh_1647.png","Pituitary tumor__enh_2100","val","Pituitary tumor","brisc2025","Pituitary tumor/enh_2100.png","7","0.999926","1","flip_h","True","True"
"Pituitary tumor__enh_1650","train","Pituitary tumor","brisc2025","Pituitary tumor/enh_1650.png","Pituitary tumor__enh_1119","test","Pituitary tumor","brisc2025","Pituitary tumor/enh_1119.png","9","0.99994","0.943262","flip_h","False","True"
"Pituitary tumor__enh_1651","train","Pituitary tumor","brisc2025","Pituitary tumor/enh_1651.png","Pituitary tumor__enh_2103","test","Pituitary tumor","brisc2025","Pituitary tumor/enh_2103.png","10","0.999933","0.961538","flip_h","False","True"
"Pituitary tumor__enh_1653","train","Pituitary tumor","brisc2025","Pituitary tumor/enh_1653.png","Pituitary tumor__enh_1121","test","Pituitary tumor","brisc2025","Pituitary tumor/enh_1121.png","11","0.999883","0.895833","flip_h","False","False"
"Pituitary tumor__enh_1662","train","Pituitary tumor","brisc2025","Pituitary tumor/enh_1662.png","Pituitary tumor__enh_2107","val","Pituitary tumor","brisc2025","Pituitary tumor/enh_2107.png","11","0.9999","0.869565","flip_h","False","False"
"Pituitary tumor__enh_1664","train","Pituitary tumor","brisc2025","Pituitary tumor/enh_1664.png","Pituitary tumor__enh_2111","val","Pituitary tumor","brisc2025","Pituitary tumor/enh_2111.png","9","0.999905","0.978723","flip_h","False","True"
"Pituitary tumor__enh_1672","train","Pituitary tumor","brisc2025","Pituitary tumor/enh_1672.png","Pituitary tumor__enh_2016","val","Pituitary tumor","brisc2025","Pituitary tumor/enh_2016.png","8","0.999923","0.823529","flip_h","True","False"
"Pituitary tumor__enh_1684","train","Pituitary tumor","brisc2025","Pituitary tumor/enh_1684.png","Pituitary tumor__enh_2028","val","Pituitary tumor","brisc2025","Pituitary tumor/enh_2028.png","8","0.999904","0.848485","flip_h","True","False"
"Pituitary tumor__enh_1686","train","Pituitary tumor","brisc2025","Pituitary tumor/enh_1686.png","Pituitary tumor__enh_2030","test","Pituitary tumor","brisc2025","Pituitary tumor/enh_2030.png","8","0.999935","0.755725","flip_h","True","False"
"Pituitary tumor__enh_1687","train","Pituitary tumor","brisc2025","Pituitary tumor/enh_1687.png","Pituitary tumor__enh_2032","test","Pituitary tumor","brisc2025","Pituitary tumor/enh_2032.png","4","0.99994","0.928571","flip_h","True","True"
"Pituitary tumor__enh_1688","train","Pituitary tumor","brisc2025","Pituitary tumor/enh_1688.png","Pituitary tumor__enh_2033","test","Pituitary tumor","brisc2025","Pituitary tumor/enh_2033.png","9","0.999936","0.965174","flip_h","False","True"
"Pituitary tumor__enh_1691","train","Pituitary tumor","brisc2025","Pituitary tumor/enh_1691.png","Pituitary tumor__enh_2035","test","Pituitary tumor","brisc2025","Pituitary tumor/enh_2035.png","4","0.999916","0.959184","flip_h","True","True"
"Pituitary tumor__enh_1702","train","Pituitary tumor","brisc2025","Pituitary tumor/enh_1702.png","Pituitary tumor__enh_2045","test","Pituitary tumor","brisc2025","Pituitary tumor/enh_2045.png","11","0.999905","0.825","flip_h","False","False"
"Pituitary tumor__enh_1705","train","Pituitary tumor","brisc2025","Pituitary tumor/enh_1705.png","Pituitary tumor__enh_2049","test","Pituitary tumor","brisc2025","Pituitary tumor/enh_2049.png","5","0.9999","0.882353","flip_h","True","False"
"Pituitary tumor__enh_1708","train","Pituitary tumor","brisc2025","Pituitary tumor/enh_1708.png","Pituitary tumor__enh_2050","test","Pituitary tumor","brisc2025","Pituitary tumor/enh_2050.png","3","0.999885","0.4","flip_h","True","False"
"Pituitary tumor__enh_1714","train","Pituitary tumor","brisc2025","Pituitary tumor/enh_1714.png","Pituitary tumor__enh_2059","val","Pituitary tumor","brisc2025","Pituitary tumor/enh_2059.png","10","0.999887","0.64","flip_h","False","False"
"Pituitary tumor__enh_1718","train","Pituitary tumor","brisc2025","Pituitary tumor/enh_1718.png","Pituitary tumor__enh_407","test","Pituitary tumor","original","Pituitary tumor/enh_407.png","11","0.977353","0.745455","identity","False","False"
"Pituitary tumor__enh_1721","train","Pituitary tumor","brisc2025","Pituitary tumor/enh_1721.png","Pituitary tumor__enh_2068","val","Pituitary tumor","brisc2025","Pituitary tumor/enh_2068.png","6","0.999902","0.926829","flip_h","True","True"
"Pituitary tumor__enh_1728","train","Pituitary tumor","brisc2025","Pituitary tumor/enh_1728.png","Pituitary tumor__enh_1110","test","Pituitary tumor","brisc2025","Pituitary tumor/enh_1110.png","1","0.999895","0.828571","flip_h","True","False"
"Pituitary tumor__enh_1729","train","Pituitary tumor","brisc2025","Pituitary tumor/enh_1729.png","Pituitary tumor__enh_2074","val","Pituitary tumor","brisc2025","Pituitary tumor/enh_2074.png","11","0.999913","0.868421","flip_h","False","False"
"Pituitary tumor__enh_1734","train","Pituitary tumor","brisc2025","Pituitary tumor/enh_1734.png","Pituitary tumor__enh_2079","val","Pituitary tumor","brisc2025","Pituitary tumor/enh_2079.png","8","0.99993","0.884615","flip_h","True","False"
"Pituitary tumor__enh_1745","train","Pituitary tumor","brisc2025","Pituitary tumor/enh_1745.png","Pituitary tumor__enh_2091","test","Pituitary tumor","brisc2025","Pituitary tumor/enh_2091.png","10","0.999919","0.892857","flip_h","False","False"
"Pituitary tumor__enh_1747","train","Pituitary tumor","brisc2025","Pituitary tumor/enh_1747.png","Pituitary tumor__enh_2092","test","Pituitary tumor","brisc2025","Pituitary tumor/enh_2092.png","9","0.999911","0.9375","flip_h","False","True"
"Pituitary tumor__enh_1759","train","Pituitary tumor","brisc2025","Pituitary tumor/enh_1759.png","Pituitary tumor__enh_1086","val","Pituitary tumor","brisc2025","Pituitary tumor/enh_1086.png","11","0.999911","0.953704","flip_h","False","True"
"Pituitary tumor__enh_1760","train","Pituitary tumor","brisc2025","Pituitary tumor/enh_1760.png","Pituitary tumor__enh_2023","test","Pituitary tumor","brisc2025","Pituitary tumor/enh_2023.png","8","0.99991","0.889831","flip_h","True","False"
"Pituitary tumor__enh_1762","train","Pituitary tumor","brisc2025","Pituitary tumor/enh_1762.png","Pituitary tumor__enh_2039","test","Pituitary tumor","brisc2025","Pituitary tumor/enh_2039.png","7","0.999905","0.923077","flip_h","True","True"
"Pituitary tumor__enh_1773","train","Pituitary tumor","brisc2025","Pituitary tumor/enh_1773.png","Pituitary tumor__enh_1124","test","Pituitary tumor","brisc2025","Pituitary tumor/enh_1124.png","7","0.999895","0.8","flip_h","True","False"
"Pituitary tumor__enh_1782","train","Pituitary tumor","brisc2025","Pituitary tumor/enh_1782.png","Pituitary tumor__enh_2127","test","Pituitary tumor","brisc2025","Pituitary tumor/enh_2127.png","8","0.999929","0.864407","flip_h","True","False"
"Pituitary tumor__enh_1795","train","Pituitary tumor","brisc2025","Pituitary tumor/enh_1795.png","Pituitary tumor__enh_1901","test","Pituitary tumor","brisc2025","Pituitary tumor/enh_1901.png","4","0.99992","0.529412","flip_h","True","False"
"Pituitary tumor__enh_1804","train","Pituitary tumor","brisc2025","Pituitary tumor/enh_1804.png","Pituitary tumor__enh_1908","test","Pituitary tumor","brisc2025","Pituitary tumor/enh_1908.png","4","0.999919","0.892857","flip_h","True","False"
"Pituitary tumor__enh_1810","train","Pituitary tumor","brisc2025","Pituitary tumor/enh_1810.png","Pituitary tumor__enh_1939","val","Pituitary tumor","brisc2025","Pituitary tumor/enh_1939.png","7","0.999925","0.618182","flip_h","True","False"
"Pituitary tumor__enh_1828","train","Pituitary tumor","brisc2025","Pituitary tumor/enh_1828.png","Pituitary tumor__enh_1926","test","Pituitary tumor","brisc2025","Pituitary tumor/enh_1926.png","9","0.999916","0.797101","flip_h","False","False"
"Pituitary tumor__enh_1831","train","Pituitary tumor","brisc2025","Pituitary tumor/enh_1831.png","Pituitary tumor__enh_1061","test","Pituitary tumor","brisc2025","Pituitary tumor/enh_1061.png","5","0.999899","0.882353","flip_h","True","False"
"Pituitary tumor__enh_1847","train","Pituitary tumor","brisc2025","Pituitary tumor/enh_1847.png","Pituitary tumor__enh_1949","test","Pituitary tumor","brisc2025","Pituitary tumor/enh_1949.png","6","0.999921","0.930233","flip_h","True","True"
"Pituitary tumor__enh_1855","train","Pituitary tumor","brisc2025","Pituitary tumor/enh_1855.png","Pituitary tumor__enh_1074","test","Pituitary tumor","brisc2025","Pituitary tumor/enh_1074.png","9","0.999844","0.793333","flip_h","False","False"
"Pituitary tumor__enh_1868","train","Pituitary tumor","brisc2025","Pituitary tumor/enh_1868.png","Pituitary tumor__enh_1985","val","Pituitary tumor","brisc2025","Pituitary tumor/enh_1985.png","3","0.999876","0.673913","flip_h","True","False"
"Pituitary tumor__enh_1874","train","Pituitary tumor","brisc2025","Pituitary tumor/enh_1874.png","Pituitary tumor__enh_1995","val","Pituitary tumor","brisc2025","Pituitary tumor/enh_1995.png","8","0.999915","0.796296","flip_h","True","False"
"Pituitary tumor__enh_1875","train","Pituitary tumor","brisc2025","Pituitary tumor/enh_1875.png","Pituitary tumor__enh_1996","test","Pituitary tumor","brisc2025","Pituitary tumor/enh_1996.png","9","0.999928","0.726027","flip_h","False","False"
"Pituitary tumor__enh_1882","train","Pituitary tumor","brisc2025","Pituitary tumor/enh_1882.png","Pituitary tumor__enh_2002","val","Pituitary tumor","brisc2025","Pituitary tumor/enh_2002.png","4","0.999907","0.9125","flip_h","True","True"
"Pituitary tumor__enh_1888","train","Pituitary tumor","brisc2025","Pituitary tumor/enh_1888.png","Pituitary tumor__enh_2007","val","Pituitary tumor","brisc2025","Pituitary tumor/enh_2007.png","11","0.999931","0.9","flip_h","False","True"
"Pituitary tumor__enh_1892","train","Pituitary tumor","brisc2025","Pituitary tumor/enh_1892.png","Pituitary tumor__enh_1089","test","Pituitary tumor","brisc2025","Pituitary tumor/enh_1089.png","9","0.9999","0.756757","flip_h","False","False"
"Pituitary tumor__enh_1895","train","Pituitary tumor","brisc2025","Pituitary tumor/enh_1895.png","Pituitary tumor__enh_1090","test","Pituitary tumor","brisc2025","Pituitary tumor/enh_1090.png","11","0.999911","0.930233","flip_h","False","True"
"Pituitary tumor__enh_1910","train","Pituitary tumor","brisc2025","Pituitary tumor/enh_1910.png","Pituitary tumor__enh_1806","test","Pituitary tumor","brisc2025","Pituitary tumor/enh_1806.png","5","0.999908","0.69697","flip_h","True","False"
"Pituitary tumor__enh_1911","train","Pituitary tumor","brisc2025","Pituitary tumor/enh_1911.png","Pituitary tumor__enh_1808","test","Pituitary tumor","brisc2025","Pituitary tumor/enh_1808.png","6","0.99991","0.818182","flip_h","True","False"
"Pituitary tumor__enh_1917","train","Pituitary tumor","brisc2025","Pituitary tumor/enh_1917.png","Pituitary tumor__enh_1817","val","Pituitary tumor","brisc2025","Pituitary tumor/enh_1817.png","10","0.99991","0.894737","flip_h","False","False"
"Pituitary tumor__enh_1918","train","Pituitary tumor","brisc2025","Pituitary tumor/enh_1918.png","Pituitary tumor__enh_1818","val","Pituitary tumor","brisc2025","Pituitary tumor/enh_1818.png","11","0.999904","0.82","flip_h","False","False"
"Pituitary tumor__enh_1919","train","Pituitary tumor","brisc2025","Pituitary tumor/enh_1919.png","Pituitary tumor__enh_1819","val","Pituitary tumor","brisc2025","Pituitary tumor/enh_1819.png","7","0.999876","0.39604","flip_h","True","False"
"Pituitary tumor__enh_1920","train","Pituitary tumor","brisc2025","Pituitary tumor/enh_1920.png","Pituitary tumor__enh_1822","test","Pituitary tumor","brisc2025","Pituitary tumor/enh_1822.png","10","0.999869","0.617647","flip_h","False","False"
"Pituitary tumor__enh_1928","train","Pituitary tumor","brisc2025","Pituitary tumor/enh_1928.png","Pituitary tumor__enh_1830","test","Pituitary tumor","brisc2025","Pituitary tumor/enh_1830.png","8","0.999901","0.958333","flip_h","True","True"
"Pituitary tumor__enh_1929","train","Pituitary tumor","brisc2025","Pituitary tumor/enh_1929.png","Pituitary tumor__enh_1833","val","Pituitary tumor","brisc2025","Pituitary tumor/enh_1833.png","10","0.999921","0.730769","flip_h","False","False"
"Pituitary tumor__enh_1933","train","Pituitary tumor","brisc2025","Pituitary tumor/enh_1933.png","Pituitary tumor__enh_1752","val","Pituitary tumor","brisc2025","Pituitary tumor/enh_1752.png","12","0.999906","0.56383","flip_h","False","False"
"Pituitary tumor__enh_1943","train","Pituitary tumor","brisc2025","Pituitary tumor/enh_1943.png","Pituitary tumor__enh_1838","val","Pituitary tumor","brisc2025","Pituitary tumor/enh_1838.png","11","0.999903","0.813559","flip_h","False","False"
"Pituitary tumor__enh_1951","train","Pituitary tumor","brisc2025","Pituitary tumor/enh_1951.png","Pituitary tumor__enh_1850","val","Pituitary tumor","brisc2025","Pituitary tumor/enh_1850.png","8","0.99992","0.917808","flip_h","True","True"
"Pituitary tumor__enh_1957","train","Pituitary tumor","brisc2025","Pituitary tumor/enh_1957.png","Pituitary tumor__enh_1674","test","Pituitary tumor","brisc2025","Pituitary tumor/enh_1674.png","12","0.999898","0.873016","flip_h","False","False"
"Pituitary tumor__enh_1959","train","Pituitary tumor","brisc2025","Pituitary tumor/enh_1959.png","Pituitary tumor__enh_1707","val","Pituitary tumor","brisc2025","Pituitary tumor/enh_1707.png","6","0.999892","0.798077","flip_h","True","False"
"Pituitary tumor__enh_1965","train","Pituitary tumor","brisc2025","Pituitary tumor/enh_1965.png","Pituitary tumor__enh_1853","val","Pituitary tumor","brisc2025","Pituitary tumor/enh_1853.png","9","0.999882","0.678571","flip_h","False","False"
"Pituitary tumor__enh_1968","train","Pituitary tumor","brisc2025","Pituitary tumor/enh_1968.png","Pituitary tumor__enh_1856","test","Pituitary tumor","brisc2025","Pituitary tumor/enh_1856.png","9","0.999912","0.815385","flip_h","False","False"
"Pituitary tumor__enh_1970","train","Pituitary tumor","brisc2025","Pituitary tumor/enh_1970.png","Pituitary tumor__enh_283","val","Pituitary tumor","original","Pituitary tumor/enh_283.png","11","0.968272","0.811594","flip_h","False","False"
"Pituitary tumor__enh_1979","train","Pituitary tumor","brisc2025","Pituitary tumor/enh_1979.png","Pituitary tumor__enh_1862","test","Pituitary tumor","brisc2025","Pituitary tumor/enh_1862.png","11","0.999901","0.672131","flip_h","False","False"
"Pituitary tumor__enh_1986","train","Pituitary tumor","brisc2025","Pituitary tumor/enh_1986.png","Pituitary tumor__enh_1869","test","Pituitary tumor","brisc2025","Pituitary tumor/enh_1869.png","11","0.999856","0.896552","flip_h","False","False"
"Pituitary tumor__enh_1991","train","Pituitary tumor","brisc2025","Pituitary tumor/enh_1991.png","Pituitary tumor__enh_1748","test","Pituitary tumor","brisc2025","Pituitary tumor/enh_1748.png","7","0.999896","0.933333","flip_h","True","True"
"Pituitary tumor__enh_2000","train","Pituitary tumor","brisc2025","Pituitary tumor/enh_2000.png","Pituitary tumor__enh_1880","test","Pituitary tumor","brisc2025","Pituitary tumor/enh_1880.png","8","0.999919","0.952381","flip_h","True","True"
"Pituitary tumor__enh_2003","train","Pituitary tumor","brisc2025","Pituitary tumor/enh_2003.png","Pituitary tumor__enh_327","val","Pituitary tumor","original","Pituitary tumor/enh_327.png","12","0.979469","0.567568","flip_h","False","False"
"Pituitary tumor__enh_2011","train","Pituitary tumor","brisc2025","Pituitary tumor/enh_2011.png","Pituitary tumor__enh_1893","val","Pituitary tumor","brisc2025","Pituitary tumor/enh_1893.png","4","0.999904","0.886364","flip_h","True","False"
"Pituitary tumor__enh_2015","train","Pituitary tumor","brisc2025","Pituitary tumor/enh_2015.png","Pituitary tumor__enh_1671","val","Pituitary tumor","brisc2025","Pituitary tumor/enh_1671.png","11","0.999917","0.95122","flip_h","False","True"
"Pituitary tumor__enh_2031","train","Pituitary tumor","brisc2025","Pituitary tumor/enh_2031.png","Pituitary tumor__enh_1761","val","Pituitary tumor","brisc2025","Pituitary tumor/enh_1761.png","5","0.999912","0.969388","flip_h","True","True"
"Pituitary tumor__enh_2040","train","Pituitary tumor","brisc2025","Pituitary tumor/enh_2040.png","Pituitary tumor__enh_1695","test","Pituitary tumor","brisc2025","Pituitary tumor/enh_1695.png","12","0.999899","0.855556","flip_h","False","False"
"Pituitary tumor__enh_2057","train","Pituitary tumor","brisc2025","Pituitary tumor/enh_2057.png","Pituitary tumor__enh_1712","val","Pituitary tumor","brisc2025","Pituitary tumor/enh_1712.png","9","0.999877","0.625","flip_h","False","False"
"Pituitary tumor__enh_2075","train","Pituitary tumor","brisc2025","Pituitary tumor/enh_2075.png","Pituitary tumor__enh_1730","test","Pituitary tumor","brisc2025","Pituitary tumor/enh_1730.png","8","0.99987","0.666667","flip_h","True","False"
"Pituitary tumor__enh_2078","train","Pituitary tumor","brisc2025","Pituitary tumor/enh_2078.png","Pituitary tumor__enh_1733","val","Pituitary tumor","brisc2025","Pituitary tumor/enh_1733.png","4","0.999907","0.733333","flip_h","True","False"
"Pituitary tumor__enh_2093","train","Pituitary tumor","brisc2025","Pituitary tumor/enh_2093.png","Pituitary tumor__enh_1670","val","Pituitary tumor","brisc2025","Pituitary tumor/enh_1670.png","8","0.999895","0.725","flip_h","True","False"
"Pituitary tumor__enh_2094","train","Pituitary tumor","brisc2025","Pituitary tumor/enh_2094.png","Pituitary tumor__enh_1641","test","Pituitary tumor","brisc2025","Pituitary tumor/enh_1641.png","7","0.999914","0.659574","flip_h","True","False"
"Pituitary tumor__enh_2115","train","Pituitary tumor","brisc2025","Pituitary tumor/enh_2115.png","Pituitary tumor__enh_1771","test","Pituitary tumor","brisc2025","Pituitary tumor/enh_1771.png","9","0.999925","0.786885","flip_h","False","False"
"Pituitary tumor__enh_2116","train","Pituitary tumor","brisc2025","Pituitary tumor/enh_2116.png","Pituitary tumor__enh_1772","val","Pituitary tumor","brisc2025","Pituitary tumor/enh_1772.png","11","0.999925","0.901639","flip_h","False","True"
"Pituitary tumor__enh_2118","train","Pituitary tumor","brisc2025","Pituitary tumor/enh_2118.png","Pituitary tumor__enh_1774","val","Pituitary tumor","brisc2025","Pituitary tumor/enh_1774.png","12","0.999913","0.405063","flip_h","False","False"
"Pituitary tumor__enh_2119","train","Pituitary tumor","brisc2025","Pituitary tumor/enh_2119.png","Pituitary tumor__enh_1775","val","Pituitary tumor","brisc2025","Pituitary tumor/enh_1775.png","5","0.99991","0.846154","flip_h","True","False"
"Pituitary tumor__enh_2124","train","Pituitary tumor","brisc2025","Pituitary tumor/enh_2124.png","Pituitary tumor__enh_1781","val","Pituitary tumor","brisc2025","Pituitary tumor/enh_1781.png","9","0.999826","0.761905","flip_h","False","False"
"Pituitary tumor__enh_2130","train","Pituitary tumor","brisc2025","Pituitary tumor/enh_2130.png","Pituitary tumor__enh_1786","val","Pituitary tumor","brisc2025","Pituitary tumor/enh_1786.png","6","0.999926","0.875","flip_h","True","False"
"Pituitary tumor__enh_2133","train","Pituitary tumor","brisc2025","Pituitary tumor/enh_2133.png","Pituitary tumor__enh_1788","test","Pituitary tumor","brisc2025","Pituitary tumor/enh_1788.png","12","0.999909","0.8375","flip_h","False","False"
"Pituitary tumor__enh_2134","train","Pituitary tumor","brisc2025","Pituitary tumor/enh_2134.png","Pituitary tumor__enh_1790","test","Pituitary tumor","brisc2025","Pituitary tumor/enh_1790.png","12","0.999852","0.553846","flip_h","False","False"
"Pituitary tumor__enh_2137","train","Pituitary tumor","brisc2025","Pituitary tumor/enh_2137.png","Pituitary tumor__enh_1214","test","Pituitary tumor","brisc2025","Pituitary tumor/enh_1214.png","6","0.999876","0.954545","flip_h","True","True"
"Pituitary tumor__enh_2138","train","Pituitary tumor","brisc2025","Pituitary tumor/enh_2138.png","Pituitary tumor__enh_2638","val","Pituitary tumor","brisc2025","Pituitary tumor/enh_2638.png","6","0.999881","0.915254","flip_h","True","True"
