"sample_id","tumor_type","source_dataset","original_split","split","group_id","image_path","mask_path","image_pixel_sha256","mask_pixel_sha256","image_distinct_values","image_min","image_max","image_mean","image_stddev","mask_distinct_values","mask_binary","foreground_pixels","foreground_fraction","mask_min_x","mask_min_y","mask_max_x","mask_max_y","actual_image_sha256","actual_mask_sha256"
"Pituitary tumor__enh_2193","Pituitary tumor","brisc2025","train","train","similarity_6255","Pituitary tumor/enh_2193.png","Pituitary tumor/enh_2193_mask.png","5896d04256140d6eaa82e48533c5bb9113a2e935498935059fdfa4b9d8034815","0f9f8129c4401d29bde1ac167c66a02624afc5ecdf2ff8536e5539f21b60439d","234","0","254","49.978363","36.516928","2","True","3934","0.0150070190429688","152","234","247","301","4d6c83a1c1c97a479bf468feb4bffc7c76e327aea73fedb97d25760141fe595d","c5c02797790780dec38a0c63f764635cda83ceabb4103c1892b4a607fc4c9625"
"Pituitary tumor__enh_2194","Pituitary tumor","brisc2025","train","train","similarity_6256","Pituitary tumor/enh_2194.png","Pituitary tumor/enh_2194_mask.png","74c8ac3ddcdb4179626e0a6cb47dbc8d9243baa83ed3f9639349b1659dd69b8a","75d364f4e8864188837c9d01658532a37af0568b97a58e5f192560f2acb44b95","233","0","255","50.459332","37.168781","2","True","3756","0.0143280029296875","164","232","243","300","755d159ed871345061cc793a2e23904ff5de00f3078b0ac6498c845bea786a82","5d7ac04d95fae265ef8daab13906e5da1ba5d27bb39f3a51a567ec2c2fee0cb9"
"Pituitary tumor__enh_2196","Pituitary tumor","brisc2025","train","train","similarity_6258","Pituitary tumor/enh_2196.png","Pituitary tumor/enh_2196_mask.png","67be6d01db8077419c531d10929478defc9e9cf17db68f030a6c29c5103e3782","fd680bc659c5a6fd0d019afe69b87300bd76a6808620d0566f8def58b7b099df","246","0","254","57.417946","41.355011","2","True","3633","0.0138587951660156","161","224","230","298","d5a5aafad712d638e56d093f63a3b8aed7d2e654db42c6be17c7c643c0ce2675","004624162876220e2f9ac28480bdf47d4f32967b552ef12aa2d6b5eb58b5c838"
"Pituitary tumor__enh_2197","Pituitary tumor","brisc2025","train","train","similarity_6259","Pituitary tumor/enh_2197.png","Pituitary tumor/enh_2197_mask.png","45de956898ca3eb3cba6ef00c40f3bab61dd278a0580612630d0ee9002695efe","c56f4fe87e85dd84f36675374a0ef7f08fd2161a30bfdbfbf29c328b6ffc953c","253","0","253","58.35284","41.102361","2","True","2114","0.00806427001953125","162","226","225","276","9394cdf010af4a266a6a5052bb2d194616512d881bf983c63fe74164a3001169","c627cffdfb809dddffa35e17e19e9a25f975eabdaeb27351be931f794ff3f9e6"
"Pituitary tumor__enh_2198","Pituitary tumor","brisc2025","train","train","similarity_6260","Pituitary tumor/enh_2198.png","Pituitary tumor/enh_2198_mask.png","d22615dce4c5464614bcb813db984b93323eb213a803ddf07ccfd0029479c1ea","b0283ee528642e6c1571b75ecdd02b6bfc0f22e489b06f508ba60ec7a5992e5a","254","0","255","59.281906","43.73251","2","True","1008","0.00384521484375","169","234","215","263","150bf9c9893d9419308184c0a74292c2dd87552bef644b753e1149f2d1053a77","d9107e1c77359d2879e98d8fabd0d78092a609f94b46f8232ed2cd94cd03cec0"
"Pituitary tumor__enh_2199","Pituitary tumor","brisc2025","train","train","similarity_6261","Pituitary tumor/enh_2199.png","Pituitary tumor/enh_2199_mask.png","53a76e2a97d13d7f597ca3915092e32b25104bb57dc5d1424107b53043c9ec58","b45dcc9ac2308f85b4e93c2d72f5afd905c739358c99a7dce75977d51d996581","254","0","255","65.573338","49.34724","2","True","2823","0.0107688903808594","192","286","253","347","29f18c0930cc23afc82e1772bab8eed0becc1fccf2097d4275596967b5fef788","da3788cb89ccaf0480db7073c8e7cefefbd403b364750a73f9fd86014197544c"
"Pituitary tumor__enh_2201","Pituitary tumor","brisc2025","train","train","similarity_6263","Pituitary tumor/enh_2201.png","Pituitary tumor/enh_2201_mask.png","b5e7d2bf40deb23eea9b14e7bf827a9b91ee86561776490c90bd2517d6b995e0","3e95dc3aaf0fc962bc342b058a6dbae885dd1c4512cd36bb736c69c288ddd1a9","256","0","255","63.1968","48.927608","2","True","1749","0.00667190551757813","194","300","243","346","aba072d0638d045f97e1ed665f6632b933471a699fdb14f8f9663b5c9b657aee","5a780f6206dc216a9c62ac4e3900628303d8510194f5b3cf4abea22d73692078"
"Pituitary tumor__enh_2202","Pituitary tumor","brisc2025","train","train","similarity_6264","Pituitary tumor/enh_2202.png","Pituitary tumor/enh_2202_mask.png","12873f99feed9f82f6a0036b3ae50b7d21518772762d1e34187a92010e024c77","9c48198b858039146a3ee9b9c6f38af5b6a038b500b257472d305e20bb06aea3","256","0","255","66.322929","42.829173","2","True","2878","0.0109786987304688","184","297","247","361","5ed194259279a7ab5593b09e295e6020071878f8a0513199d77177b8dae758be","33bf096be2a20b9f977a351a2d47b260bdfe5f145c395796f9f2aaaed3b2f714"
"Pituitary tumor__enh_2203","Pituitary tumor","brisc2025","train","train","similarity_6265","Pituitary tumor/enh_2203.png","Pituitary tumor/enh_2203_mask.png","2112764013ce6fa72acd9d7abaedf67ce564ba6b2657471eed458c66eba19ea3","ba9d6c5c62e79c198343d3360caa22a36e821ccdc1e0365d336a8ac6aaba4071","249","0","253","64.791611","41.3828","2","True","2710","0.0103378295898438","185","298","240","367","08bdabfb42b07e7ff60cc53ef178f1e71980a18c5d31917ad1c25f55ebe8f606","83a8957d12bf30c6696e5463b423549b0015ffb305a3f616260bcde9d44d499a"
"Pituitary tumor__enh_2204","Pituitary tumor","brisc2025","train","train","similarity_6266","Pituitary tumor/enh_2204.png","Pituitary tumor/enh_2204_mask.png","e06a723312a6fb7bf829e94b127f44184db2df241a1951e0e52da5bc95621efa","f0348f5adbfdb5084770c2783938dcbf943da8dee6609e92b011fd61459988ba","252","0","255","65.486378","41.779382","2","True","1377","0.00525283813476563","190","303","232","358","da96a04837fd7170d33c12975cea7a27edced6a882f4a05c1a2c1c4e4f0929d5","548051924e0253bbf94602961bff7a442f0dcb350fdace27ae25c0fdb362cd13"
"Pituitary tumor__enh_2205","Pituitary tumor","brisc2025","train","train","similarity_6267","Pituitary tumor/enh_2205.png","Pituitary tumor/enh_2205_mask.png","0c331936decfca65a2b2c05ec1ef0b5500d0aff89e768e693e8690843a2c14f8","34d5d321298a229f023c7c35fb0faa7730a97074a4892df252580305c23c34bb","254","0","255","46.701221","36.814022","2","True","465","0.00177383422851563","227","246","261","266","ee2317b46fe4b8263e9dc8dc17d7403c2be72a2ef1651e3e7217752e11d4570f","223dac600d36c3fd3be9de7ba622731a2c3e0af75c6d75159f33da8c9a2bb6b1"
"Pituitary tumor__enh_2206","Pituitary tumor","brisc2025","train","train","similarity_6268","Pituitary tumor/enh_2206.png","Pituitary tumor/enh_2206_mask.png","13bd76e8b38f86f96b4bc4ffd2c13151ee977a7018844b76952cfa409cd3c0c0","c2cb6fe95ca329883a8d8b14a7ecd96d6de54b98d1718cace0c191e52866fa8f","255","0","255","48.397274","37.102011","2","True","497","0.00189590454101563","227","247","261","268","c45a917bca3d20c1534121503511afccd65c853c0a399ff9bbdfd0177753b820","e76d1a486dd3df4ea6818acd0d2ab507a58136f66bfa505f15d6db0145972de9"
"Pituitary tumor__enh_2209","Pituitary tumor","brisc2025","train","train","similarity_6271","Pituitary tumor/enh_2209.png","Pituitary tumor/enh_2209_mask.png","3f9215e4984dded363975f4faa1a5c60f055209053935f5addfa0f78ffae3d0f","04898db2b5a0ce225d7cc8af0c35af24b243645759eed4dc76c902742cb3846a","251","0","255","58.774658","46.5843","2","True","736","0.0028076171875","192","296","220","334","660eca8a737b1254b0cb3d0cce9d7ff919ceb339db4456d05c42750b96f8706c","31a1149bc9cb5f8bfccf1d2e524d85c6039a503f1bd88d3d98f35a7a49e2039e"
"Pituitary tumor__enh_2210","Pituitary tumor","brisc2025","train","train","similarity_6272","Pituitary tumor/enh_2210.png","Pituitary tumor/enh_2210_mask.png","f84ca713cd2d931504a86e59260764949c62bf33589b7a0530cef057b29c2d13","50d25c084927ac9c5957d1736a8f704216ee60f4a3227a7bff4febbd8153eb35","243","0","255","57.099892","45.201281","2","True","768","0.0029296875","192","305","220","335","c04dda5522cae80a6e6794080be8904f21d458af711e0fb0dce1c4e26e605205","2934a71775b3c233c60c7a7834d6dcaac64fb86835c065d5dcf06983e62592ea"
"Pituitary tumor__enh_2211","Pituitary tumor","brisc2025","train","train","similarity_6273","Pituitary tumor/enh_2211.png","Pituitary tumor/enh_2211_mask.png","4e9a20f4ca29bda82397791ecb7927f01a9e149e32fe0b5beff149903b508e0a","092ad8c4c951f5157be6c537cf6eb8f09126ffc2ec52e99244beab8e6f9433c8","234","0","255","53.829136","42.930899","2","True","791","0.00301742553710938","193","306","224","336","727599d2e793fec0203521d8c6a0c7d504525eb59a3cef78c600eece3e87e2cb","eb0c603559237e1c1f86fbce4baee13852bd7ad4a55a34bd2bf286cccb5d1e82"
"Pituitary tumor__enh_2212","Pituitary tumor","brisc2025","train","train","similarity_6274","Pituitary tumor/enh_2212.png","Pituitary tumor/enh_2212_mask.png","bfcf26201f44eb986b175f4a95ab1bc1ab4402ceb9efbfc81b9648904cb3a8c6","6aa6b6ac90a5eda52fe2a8cf6cf7a5440fd1378bf7f2f2038caf6aceb4485d2b","250","0","255","56.180023","45.056512","2","True","815","0.00310897827148438","186","308","231","334","a8b8ebf5ecc51ba1d4d37c811df0384628af7b49e4cf5f44abae09f8c9685509","9d0010cac83cbefc19084c741249f05218ff44a6e35919330c0ea049472e1a26"
"Pituitary tumor__enh_2215","Pituitary tumor","brisc2025","train","train","similarity_6277","Pituitary tumor/enh_2215.png","Pituitary tumor/enh_2215_mask.png","0ef655d962668afa0add466bf52ff0dcff92e54a21d238eb00097020c3f498bf","9ada135a1307cfbe326d97c2c990a5ccf169f81d2ef037cf23f44c905d307d5a","204","0","254","37.087528","27.606843","2","True","2501","0.00954055786132813","193","238","239","306","443a59c87ae1520324df381e9475de8ff7954098d077b4633a32b0148bc6e2cc","2fea7ad7b6d446a949e4bc748a2419785043b8f40f73e5ef4bc4d6e5a922b328"
"Pituitary tumor__enh_2217","Pituitary tumor","brisc2025","train","train","similarity_6279","Pituitary tumor/enh_2217.png","Pituitary tumor/enh_2217_mask.png","64ef4d636ad7e76061c710833ca9896c93715d1a5176ee88718f808c155bec88","5be2d7a56ff127d081f102a018a2d3a0afd8135564fc8a33fbf523fe3dd19e9a","206","0","251","39.905102","29.368465","2","True","1156","0.0044097900390625","194","267","238","306","1396b60e5c9a9505e708f9d1993e65d3c115e0e6224ae78ad14f8c9e6b6fdffe","f4106d5ac99d0e990c6a513b7e4ca5d43bf6d012734c5ffcb1f1cca80e3148d8"
"Pituitary tumor__enh_2218","Pituitary tumor","brisc2025","train","train","similarity_6280","Pituitary tumor/enh_2218.png","Pituitary tumor/enh_2218_mask.png","6fa65909d96f97ed5659507ef6e3165109c7c98b77b7d6b4da622b3002a5449d","d2b7277c0b231245dfe48b41b819bf50b52f05e756fcfe0e22121d05999321a8","249","0","253","51.696198","37.772873","2","True","1068","0.0040740966796875","191","273","246","304","5ae890942de479b94ff34a6f3b991b9325ea3cb5ad53c11e3412c99d29f3ed32","1cae8bcaddde3a5e942ae898fd3787ec7cfa71d872eb40ae0a445c6b765fbead"
"Pituitary tumor__enh_2219","Pituitary tumor","brisc2025","train","train","similarity_6281","Pituitary tumor/enh_2219.png","Pituitary tumor/enh_2219_mask.png","26125fe75f62f80426b3826ab75e9be52804f0314152d0af5b25813059c43098","c9f85cb01c5093b6aef6a8e238ff18dd87805d76b157133b8a0a5d906a96d905","254","0","253","54.842579","35.256249","2","True","689","0.00262832641601563","233","249","269","278","8978908b8c2f4b333cdc17ec7eebd11398445aefd2d1dfddb85fcd01d1ce4173","1c8b5ed57024745bb08f78bf8be3e2406bd8ce46d7cd97f433ffc978054b10bf"
"Pituitary tumor__enh_2220","Pituitary tumor","brisc2025","train","train","similarity_6282","Pituitary tumor/enh_2220.png","Pituitary tumor/enh_2220_mask.png","af247d787a50539a1488ae4175217b4953a92357c57f502d84de1658e14a573f","b3f3bc7ed01903ff9154bc95c6e2a036a2367fcf17bb893b420b28e4b2224a60","256","0","255","56.525013","36.63822","2","True","582","0.00222015380859375","240","243","264","281","1942c553e14b1f4c73b3701616dfa92f2ba6ac4f2a695ff5276bedbf17e52fa9","faa02fbe3757627d5d5d9665d3e84e1f3018dc861bfe4005c5a95cbc1906a0f3"
"Pituitary tumor__enh_2221","Pituitary tumor","brisc2025","train","train","similarity_6283","Pituitary tumor/enh_2221.png","Pituitary tumor/enh_2221_mask.png","dab99196de2ece2813e38e7f0dc6024959edf9f90ceb44dd1949d6f7e4c8a51a","68e55fa2fefda24038c704a6af54ea83de4438cfbb8a2e58677da8d7b52fe01f","256","0","255","54.877914","35.926562","2","True","263","0.00100326538085938","235","266","259","280","4e6b693c31fd938c33f963929c31aa3e81c1feb47ac74dc9ffc6fa015d3c115a","bcaca1c711cd608f5368be8e8da36449b713783160e252f0aaec5dc11ae117b3"
"Pituitary tumor__enh_2222","Pituitary tumor","brisc2025","train","train","similarity_6284","Pituitary tumor/enh_2222.png","Pituitary tumor/enh_2222_mask.png","9e5e2ff6e95537cf58a44c4a69cdfb922c792ee076ffc6b5a01a6c4d78eee0c4","5c10f9302a1256ea5b75e1423890085815c256518ab32b6cb6eec650e3629d54","255","0","254","61.723789","46.532257","2","True","2231","0.00851058959960938","196","296","241","355","8d68094434b53bfec54c3fbc4b4e4a4abe1fc7f20f7b0f08fc19f94c4064103d","3d8f366419dcd668601438bb1b6066d2bae9e604199a833de4651e6ca3ef7750"
"Pituitary tumor__enh_2223","Pituitary tumor","brisc2025","train","train","similarity_6285","Pituitary tumor/enh_2223.png","Pituitary tumor/enh_2223_mask.png","b1ceb81cb29d3bb04a96cdeb137b394c50d81ed8e8e02d64de02a85774241350","c1b7993da9fc7778e0a4db68b8f61af29a4cc02c3b23ddab76690177ac2da849","256","0","255","61.354729","46.74838","2","True","3468","0.0132293701171875","167","290","245","371","e32868373b843e37332e2d8db84fc4b4bef9d6fef1a97470f368e43e7354ef92","93a06a14a47b94d2fc66da2fb0ff38bf8f144cb1571ad2fe7ef0e7aa3e2f37cc"
"Pituitary tumor__enh_2224","Pituitary tumor","brisc2025","train","train","similarity_6286","Pituitary tumor/enh_2224.png","Pituitary tumor/enh_2224_mask.png","1f4faee963dbb28253e90e19121c6e7371789ab4db5c2f67feb385ca4c49dd13","69482b7b360a4defa62d49a3c9b2fd73b39dbf1b4ffc81cf9874842ab4e57b3d","256","0","255","60.648247","46.315941","2","True","3276","0.0124969482421875","167","289","246","365","753d953c9833206bc0a714db1c552b6e232997bd7f506ee95cb6ae55968646a8","0d948538503c57608949f216ed695c893e50a53b7a3ca1843cc0157cb35b39be"
"Pituitary tumor__enh_2225","Pituitary tumor","brisc2025","train","train","similarity_6287","Pituitary tumor/enh_2225.png","Pituitary tumor/enh_2225_mask.png","63be9cf29002693e7cd12b242dacdc85a0da01d92f706d4fc2f396b67815949c","5b75a848e04550ff1b47b5e1838c9e408dd189fa3a3f7fbce08f4f4828e77719","256","0","255","60.007553","45.164855","2","True","3215","0.0122642517089844","173","290","246","367","b7527885293d031a8fa89cb7468fe303072a9ec6885d32734feb66d51f0f023b","c7912f1b9b8f6208bbd5811f47286bdbc26418179352e933aeb9b2ca6a543310"
"Pituitary tumor__enh_2226","Pituitary tumor","brisc2025","train","train","similarity_6288","Pituitary tumor/enh_2226.png","Pituitary tumor/enh_2226_mask.png","57747b8c3aa3c7ac213f493c6f866c0abad98ba79b5a59bfeaa19bbe1dd75515","abc2a825c2488824165c9a3708ee7c232b44223e902a752dae6354f006b03225","254","0","255","57.984905","43.411974","2","True","2193","0.00836563110351563","186","293","240","351","d962d49f96ce22383adce687866380cc1c21acd448a9cfb948a2f08df0a13857","9c0c9fb0f04cb0fed9ad1cfe2d27a9a05f9d293d163af8b5e9a47b10b428c055"
"Pituitary tumor__enh_2227","Pituitary tumor","brisc2025","train","train","similarity_6289","Pituitary tumor/enh_2227.png","Pituitary tumor/enh_2227_mask.png","95639fc873a0a133e5c03eca87f7cde7202661c4b88e0a190be32e9f5a82dab0","693b30175b3635cadf3b9ce0cb88bbaa870a50e2f84e12405f9171cd87b13f7b","247","0","255","60.06715","49.207699","2","True","1151","0.00439071655273438","177","309","225","351","419ad756e45c4c899d392194f2329f2121ba5fcf8b98adc478b4f1c3281fca90","5d29ac8e917c39589f8407216ea2850823f2f6ec9cc32f873e2640ce6e6ba478"
"Pituitary tumor__enh_2228","Pituitary tumor","brisc2025","train","train","similarity_6290","Pituitary tumor/enh_2228.png","Pituitary tumor/enh_2228_mask.png","4cf028e8519fc2afdd071cdad0d37c4ab27cafcb56465dffef273aa725338636","ed7e45f909bbf9d486efaa48cd62beb4d33eddd5442266320ac7197a44931c92","239","0","255","53.60894","44.800307","2","True","1274","0.00485992431640625","176","308","229","340","69042c417c3a12c47a8e1bfb818b4bd14d97ee0ac807c40d13de98fa46e35950","44829aaf96a10b20c91657843ef4a61b275c22baa61347b738bd0d1e3f0c44de"
"Pituitary tumor__enh_2230","Pituitary tumor","brisc2025","train","train","similarity_6292","Pituitary tumor/enh_2230.png","Pituitary tumor/enh_2230_mask.png","ef9d211f0b81a8ddb55cb581bb7850b103dd122f5f8efb78ffd60c38b6aad8c9","6fed0fe9879635e279725dd60a738a2e1365dd5fd1ef0205bfd7105df8406f1d","255","0","255","56.576847","47.202229","2","True","2138","0.00815582275390625","166","281","229","343","3920a5d21e77536bca3dd3dc6505c28e3a252c3bdde795f5cedce8580a0c39a4","645a1a5711b43e1778549243744e96af1cd0bf8c0ef014a4cbac4a8bff23a5bd"
"Pituitary tumor__enh_2231","Pituitary tumor","brisc2025","train","train","similarity_6293","Pituitary tumor/enh_2231.png","Pituitary tumor/enh_2231_mask.png","5a3dea2b005f1c886bf993d1e4b45c78244d6692db138bb06be4c3824a97b30c","f1cbe3aac64f002aa16c306953a2a1465d2ebc435ef609b8f8f916009f9177f6","250","0","255","57.893002","47.949116","2","True","2237","0.00853347778320313","162","279","228","339","a7f2030c5ef7559f3104bff62648f1294f73117a61e85c6c25464cc407fbf31f","1f053bf006ea2fef0570ec99e3da44aee15613eb42e7964e4759cc4ec04663a3"
"Pituitary tumor__enh_2233","Pituitary tumor","brisc2025","train","train","similarity_6295","Pituitary tumor/enh_2233.png","Pituitary tumor/enh_2233_mask.png","dd73e87331c608ac1635afff7094c0b1edfb81ea149cd285ce9489351313d06c","0d530dcee9c7ca30ef985baf9275014c951f231fc60c83eb89494e58976a5b10","256","0","255","59.865826","50.353625","2","True","2608","0.00994873046875","200","300","271","360","14aa440d9adbe5d9a4b67ebbb5bc7224b70b5aaf3205350d8447e865a5c0dee8","8aa6c9ff7437efb73a5b582411cf101536fdb0c56f5eecc46afdd51f918e0bd8"
"Pituitary tumor__enh_2234","Pituitary tumor","brisc2025","train","train","similarity_6296","Pituitary tumor/enh_2234.png","Pituitary tumor/enh_2234_mask.png","c3415881f8529b6acb4f486b94a18e0eea6e350a3f94d200159d79cc38965acc","3222ee5f18187987d8b2fe0ad9eae9a0569abec1bc5fec4bac18e7e37078e257","256","0","255","63.833626","51.610331","2","True","2610","0.00995635986328125","187","296","272","358","a8afcb5c284beddc8c7c0f01c7b5ca578ffa109ed49be91e8877860092acc3fa","ca23eff662b949009b29e790853221a4c13fbb5a09ae46bffa041af2752d3f9e"
"Pituitary tumor__enh_2235","Pituitary tumor","brisc2025","train","train","similarity_6297","Pituitary tumor/enh_2235.png","Pituitary tumor/enh_2235_mask.png","9e0d983fe719d8735fbb95f13e845135d30d10a5f8214ba324a8cc77e9d51139","42ac499239f3197e090ff0dd2c4712001c9e315145d4003944217db3b16c8ba2","245","0","255","51.715176","43.648328","2","True","1590","0.00606536865234375","180","262","242","303","59ae670c760417f7c9effc8fade79257d9694763c37a4650b30a5a17107658cf","5708db93222d1ba2f29c3b08d3a39865f483da6397b9f25ea9c453cdef6fe0b7"
"Pituitary tumor__enh_2236","Pituitary tumor","brisc2025","train","train","similarity_6298","Pituitary tumor/enh_2236.png","Pituitary tumor/enh_2236_mask.png","2615c954f94b9f9fda8fe8e3bc34b56b7ea78443c85f82ff16eacfecbb0eba36","4a8e75cfcc5ee370ed46f53bb48db15e7fb45347941e7571baeefd13e1355635","238","0","255","54.562527","43.547175","2","True","3164","0.0120697021484375","178","295","255","358","388d8f894ad7b37f6f6e9ff64111ae670750e29a20bf42939e5142241cc54b03","90675429108cd50e9afa245b564144e3a05a1a51001be2d7775c339a0b6b459c"
"Pituitary tumor__enh_2237","Pituitary tumor","brisc2025","train","train","similarity_6299","Pituitary tumor/enh_2237.png","Pituitary tumor/enh_2237_mask.png","75a7f8274b12e183c74aa8101481e23d9add242a7f281a2d5c269900890ce1db","da6ff5ee9c638e05e19648f6984958a9dba1ac47db61c21b9802ca9edd5e5026","255","0","254","61.92651","50.220475","2","True","4987","0.0190238952636719","183","260","254","366","61e18bd5ac96abb87a461827ee91470fd2b4eefeb546e785f4679109ce62b9f7","f26c2948ff8aba63a0882ee693636a153a686860a2531ba782c3412c5ea6dc13"
"Pituitary tumor__enh_2240","Pituitary tumor","brisc2025","train","train","similarity_6302","Pituitary tumor/enh_2240.png","Pituitary tumor/enh_2240_mask.png","dce3b617088d629201e9c9cd99af74863c35ae47ec8321e7f4cf94358e0c52b8","fa3946b00046502542ae003ce548a5bbdde5da2247012be7399991df0a5db6a1","256","0","255","56.869141","46.185756","2","True","6682","0.0254898071289063","174","247","252","363","2279ba1fc82a5c42985f39d25ec2ad92836753aef6b513ce5dda5e701c2c619e","5d546ab4dd2556a996deee6b7feb3c2f8164e9ab0fbc6ca64365f4adefc360f1"
"Pituitary tumor__enh_2241","Pituitary tumor","brisc2025","train","train","similarity_6303","Pituitary tumor/enh_2241.png","Pituitary tumor/enh_2241_mask.png","c2e3c486d1f6fedd5b0d650b49698e3838b042be797e7a7a37ac94aaa2ec9236","63f8c1c729d56b32285e973ff3b4c3d3626736d8456ce59d01b0a32650437680","253","0","255","53.044716","43.97316","2","True","6409","0.0244483947753906","172","248","251","360","d10e3dae41a39c13b85347fcb2b42aeead8a7e8eb19e20db6b5847c7f51c24de","64c36fc4300a645fab89109d3c83d92c2ed6314e6373bc51c65a59ac37cf0460"
"Pituitary tumor__enh_2243","Pituitary tumor","brisc2025","train","train","similarity_6305","Pituitary tumor/enh_2243.png","Pituitary tumor/enh_2243_mask.png","845c0cf35601ad6edb41ab35a90ce9e4ebb7d404819f2fedbe0d8ea9d147004c","83e69d55f6a28f8b99bfbd5819fc7f186cb96891a2a416e60f98e4c9c133026f","254","0","255","58.041702","47.497012","2","True","4108","0.0156707763671875","171","257","249","352","0fa27b9e6137c2227207a4f59be37d4a8233a78ff51ceadd8b0b0bbab2351638","1419a6bc23d57e3085f642990fe14f2dcf8a99540c85ad69dbd9777ee3f87a9b"
"Pituitary tumor__enh_2244","Pituitary tumor","brisc2025","train","train","similarity_6306","Pituitary tumor/enh_2244.png","Pituitary tumor/enh_2244_mask.png","a9a91474da8f2d2a53b3cb5cbeb03cd9fdc222a91003ec9509f50ffccc99e119","dcb22d83a141cd464bfb3e070921509059587fbe3f2c44a99200de1c01ec8969","255","0","255","56.735641","40.309128","2","True","2298","0.00876617431640625","187","245","241","316","3319ce4a7c33cb2d43fac3d9730f15c0f5463b59b6fe99ae62bc035dbd2ac16a","34d95c4ea199f9fe152d4f539ce7314a19dcaf6bec192b1c97d0602f7fe9b760"
"Pituitary tumor__enh_2245","Pituitary tumor","brisc2025","train","train","similarity_6307","Pituitary tumor/enh_2245.png","Pituitary tumor/enh_2245_mask.png","147e276ea402fe73b22dcdac411d71966134d9762752042d6d8076d5422c29b9","327623d60af89485c665f5445c6a614ef677f8cd23f1ebec32c94ca78880be03","254","0","255","56.816967","40.111951","2","True","3635","0.0138664245605469","183","240","244","318","39d6e71267a26f7daa7db59af131065877677a2fb24a00cbdd853a84c3e0177b","45802bdbb8469a142edc7e5e4e43e39a439670467c32c3ca484a6a03c4895556"
"Pituitary tumor__enh_2247","Pituitary tumor","brisc2025","train","train","similarity_6309","Pituitary tumor/enh_2247.png","Pituitary tumor/enh_2247_mask.png","370ed4f7cc218a0fff09e30abec64ffbb3ca729650b41ef4218b7fa3a519be5b","3cd710701465918c12cfc2ba68f731903c72a1d933579ed43fa9d1eabdb2ca62","253","0","255","60.726601","36.306273","2","True","2351","0.00896835327148438","153","248","210","306","c583a6dab3045392fca78eef4a83ee9c6234063c7da22b26b64f95ff02755582","030c10e38f8bfa4211b4430979be2487caba5c9d8366b2a9ff199bbe54c0a284"
"Pituitary tumor__enh_2249","Pituitary tumor","brisc2025","train","train","similarity_6311","Pituitary tumor/enh_2249.png","Pituitary tumor/enh_2249_mask.png","f1a6a96201ae2b1ec4e8f075396f7444b7a68e06909e416cef5907e6c898c8f3","c3db16634a1955609111d7d5c1c0b49c453a8d73b7fa36135b40f438be377923","239","0","254","53.691292","34.093713","2","True","2070","0.00789642333984375","151","259","217","303","a4f6154b29e4f3558704544698fa5568adea57d95d785195338819b15d348d7b","a46c7e015b32b1ca42136668f1c60225659817a359009fffbceed58529f102a4"
"Pituitary tumor__enh_2250","Pituitary tumor","brisc2025","train","train","similarity_6312","Pituitary tumor/enh_2250.png","Pituitary tumor/enh_2250_mask.png","ddd6687846a940c42eaa1982f22e36a667cfe1cfa3d426b9d08f89cc943b1180","053bfe96be540c4e968c48ce99a66b3478f438078f38d1ea0ed2f136be5f06cf","256","0","255","69.412655","42.634447","2","True","2153","0.00821304321289063","178","286","241","332","cff67a92783945d9879c3b0da49a4e94de5cb72760a0343f8efe0fdedda5d31b","92851677b6fa31bf51f39b59dc58c42f28557cc171b3d73483bf8c1a5215f26e"
"Pituitary tumor__enh_2252","Pituitary tumor","brisc2025","train","train","similarity_6314","Pituitary tumor/enh_2252.png","Pituitary tumor/enh_2252_mask.png","54c3531665bd6cb0e8254615cce0d499d3f654f9243ac845f50c6cba0299bea9","25a4bfe3075647b8e2e6340893fd8a965008fbff5a61ec6745f68dcffbfd2b4f","253","0","255","60.945953","37.499717","2","True","2676","0.0102081298828125","177","271","234","331","ceb74bf8b12c4f3782a4c16c6b0895f1477cccdabb78ba59df7c9cddb14b0a1f","f35d5336134e3aa5468894f525ca93504ef01bb063f0c23f15c7087e682d5c2b"
"Pituitary tumor__enh_2253","Pituitary tumor","brisc2025","train","train","similarity_6315","Pituitary tumor/enh_2253.png","Pituitary tumor/enh_2253_mask.png","cf17fefc1d8622c2e8ddd681428b7582f9f30a9da332bb573e19689bcc230362","8a0b396a89ff6c05270c7f160a95716b4110d8c5dabe06359ea26f254839dabb","255","0","255","62.01062","37.58235","2","True","2689","0.0102577209472656","174","268","232","328","c6f4c3b3c41e1c5c6e5d1cd35ebc46919bb55608416f196fefb0a3c94b94bc61","d089c508d19194bc81f779bc8a428cb5d8f744b71853406e06ab8eb4d336c9cc"
"Pituitary tumor__enh_2255","Pituitary tumor","brisc2025","train","train","similarity_6317","Pituitary tumor/enh_2255.png","Pituitary tumor/enh_2255_mask.png","247c2d676966e3a7590e5acef875a09a2a99be2453e9184d6a31dee647b0fe9c","17f44ab76e6bf5b16eadfb3508199824d60e1cedc09aea476ecee77ba32a76e5","256","0","255","57.563831","37.248541","2","True","2153","0.00821304321289063","177","273","230","325","80f858211bc9009d5e7b4ea9b7b7548acb851d9e88dc9c148f2ff72c96e94460","a52c601a19b37f058b383321c0e17c103ed75a9d36c29b8f949146429bacf9a2"
